id,join_key,value,category
3904,B,477,cat1
3905,B,156,cat2
3906,A,543,cat1
3907,A,771,cat1
3908,A,27,cat1
3909,B,115,cat1
3910,C,829,cat3
3911,C,993,cat3
3912,C,112,cat1
3913,B,800,cat1
3914,B,85,cat1
3915,B,33,cat1
3916,A,796,cat2
3917,A,626,cat1
3918,D,930,cat2
3919,A,101,cat1
3920,F,701,cat2
3921,A,605,cat1
3922,B,615,cat1
3923,A,322,cat3
3924,B,349,cat2
3925,B,692,cat1
3926,A,8,cat2
3927,A,526,cat1
3928,B,910,cat3
3929,A,303,cat3
3930,A,34,cat1
3931,A,65,cat3
3932,A,739,cat2
3933,A,533,cat2
3934,A,993,cat1
3935,B,813,cat2
3936,C,505,cat2
3937,F,284,cat2
3938,B,157,cat3
3939,A,444,cat3
3940,A,360,cat3
3941,C,293,cat2
3942,B,272,cat1
3943,C,844,cat3
3944,B,775,cat2
3945,A,941,cat1
3946,A,308,cat1
3947,A,20,cat3
3948,A,615,cat2
3949,A,579,cat2
3950,A,950,cat3
3951,C,585,cat1
3952,A,584,cat3
3953,C,437,cat1
3954,C,715,cat2
3955,B,171,cat3
3956,A,489,cat1
3957,A,878,cat3
3958,A,433,cat1
3959,A,788,cat1
3960,B,936,cat3
3961,A,335,cat1
3962,C,225,cat1
3963,B,322,cat3
3964,A,344,cat3
3965,A,837,cat1
3966,A,308,cat3
3967,A,199,cat3
3968,A,918,cat2
3969,D,787,cat2
3970,C,902,cat3
3971,C,262,cat3
3972,A,907,cat1
3973,A,843,cat1
3974,A,339,cat1
3975,A,59,cat3
3976,A,288,cat2
3977,A,439,cat2
3978,A,59,cat3
3979,B,521,cat3
3980,D,316,cat2
3981,B,755,cat2
3982,A,602,cat1
3983,B,321,cat2
3984,D,385,cat2
3985,A,252,cat3
3986,A,758,cat1
3987,C,782,cat3
3988,B,524,cat1
3989,A,977,cat3
3990,A,984,cat1
3991,A,334,cat3
3992,A,929,cat2
3993,B,762,cat3
3994,A,838,cat3
3995,A,881,cat1
3996,A,908,cat2
3997,A,317,cat1
3998,G,176,cat2
3999,A,760,cat3
4000,C,555,cat3
4001,C,554,cat2
4002,A,51,cat3
4003,A,133,cat1
4004,F,139,cat1
4005,A,366,cat3
4006,C,696,cat2
4007,A,329,cat2
4008,A,466,cat3
4009,A,524,cat3
4010,A,295,cat2
4011,A,366,cat2
4012,B,155,cat3
4013,A,802,cat1
4014,A,374,cat2
4015,C,475,cat3
4016,C,895,cat1
4017,A,397,cat1
4018,A,682,cat2
4019,A,948,cat3
4020,B,992,cat2
4021,A,428,cat3
4022,B,329,cat2
4023,C,673,cat1
4024,B,399,cat2
4025,A,738,cat3
4026,A,443,cat3
4027,A,75,cat1
4028,A,414,cat3
4029,C,114,cat3
4030,A,349,cat3
4031,A,787,cat2
4032,A,922,cat1
4033,A,907,cat3
4034,A,30,cat2
4035,A,145,cat2
4036,A,452,cat3
4037,A,70,cat2
4038,C,331,cat1
4039,B,591,cat2
4040,A,746,cat3
4041,A,455,cat1
4042,A,977,cat1
4043,A,880,cat2
4044,A,523,cat3
4045,A,479,cat2
4046,A,454,cat2
4047,A,273,cat3
4048,A,962,cat2
4049,F,645,cat3
4050,B,323,cat3
4051,A,136,cat1
4052,A,600,cat3
4053,F,592,cat2
4054,A,430,cat1
4055,A,560,cat1
4056,A,379,cat1
4057,A,280,cat3
4058,B,658,cat3
4059,E,784,cat1
4060,A,345,cat3
4061,A,803,cat2
4062,D,324,cat1
4063,A,542,cat3
4064,A,41,cat1
4065,B,97,cat1
4066,A,351,cat1
4067,E,127,cat1
4068,G,38,cat3
4069,H,116,cat3
4070,B,704,cat1
4071,A,576,cat1
4072,A,290,cat1
4073,A,902,cat3
4074,A,399,cat2
4075,A,655,cat2
4076,A,93,cat3
4077,A,521,cat1
4078,C,165,cat1
4079,B,211,cat3
4080,A,801,cat3
4081,A,281,cat3
4082,B,211,cat2
4083,B,379,cat1
4084,B,782,cat3
4085,A,47,cat1
4086,A,760,cat3
4087,A,449,cat3
4088,B,296,cat2
4089,A,830,cat3
4090,A,457,cat3
4091,B,167,cat2
4092,A,642,cat1
4093,A,992,cat1
4094,H,504,cat1
4095,A,282,cat1
4096,C,617,cat3
4097,A,344,cat2
4098,A,55,cat2
4099,A,94,cat2
4100,B,776,cat3
4101,A,372,cat1
4102,A,369,cat1
4103,F,276,cat3
4104,A,282,cat1
4105,A,882,cat2
4106,A,624,cat3
4107,A,511,cat3
4108,C,29,cat1
4109,B,684,cat2
4110,F,700,cat2
4111,A,303,cat1
4112,E,301,cat2
4113,A,672,cat2
4114,A,19,cat1
4115,A,194,cat2
4116,A,821,cat1
4117,E,934,cat3
4118,A,529,cat1
4119,A,349,cat1
4120,A,141,cat1
4121,F,998,cat2
4122,A,520,cat2
4123,A,751,cat2
4124,G,886,cat2
4125,A,163,cat2
4126,A,751,cat3
4127,A,100,cat2
4128,F,281,cat1
4129,A,114,cat3
4130,A,109,cat3
4131,A,412,cat2
4132,E,313,cat2
4133,A,24,cat2
4134,A,789,cat2
4135,A,513,cat1
4136,A,155,cat3
4137,A,564,cat3
4138,B,884,cat2
4139,B,215,cat1
4140,E,232,cat2
4141,A,110,cat1
4142,H,624,cat3
4143,A,645,cat1
4144,A,394,cat1
4145,A,152,cat1
4146,A,303,cat1
4147,A,552,cat1
4148,A,149,cat1
4149,A,487,cat3
4150,C,222,cat1
4151,A,521,cat3
4152,A,232,cat3
4153,A,165,cat2
4154,A,734,cat3
4155,D,566,cat1
4156,B,978,cat1
4157,F,56,cat3
4158,C,848,cat3
4159,H,534,cat1
4160,A,105,cat3
4161,A,534,cat3
4162,B,844,cat2
4163,E,94,cat1
4164,C,613,cat1
4165,C,536,cat1
4166,A,786,cat2
4167,F,651,cat2
4168,B,843,cat3
4169,A,357,cat2
4170,A,279,cat1
4171,B,666,cat2
4172,A,668,cat3
4173,F,132,cat2
4174,C,933,cat3
4175,A,960,cat2
4176,B,483,cat2
4177,A,949,cat2
4178,A,4,cat2
4179,A,885,cat3
4180,A,781,cat2
4181,E,356,cat3
4182,B,898,cat1
4183,F,39,cat1
4184,B,162,cat3
4185,B,208,cat1
4186,A,445,cat1
4187,B,754,cat1
4188,A,14,cat3
4189,B,329,cat3
4190,B,219,cat2
4191,A,335,cat2
4192,B,336,cat1
4193,A,166,cat1
4194,B,111,cat2
4195,A,579,cat3
4196,A,435,cat1
4197,A,768,cat2
4198,A,949,cat3
4199,A,862,cat3
4200,A,59,cat1
4201,A,169,cat1
4202,G,285,cat1
4203,A,6,cat3
4204,C,541,cat3
4205,A,165,cat1
4206,F,904,cat3
4207,A,266,cat2
4208,A,437,cat2
4209,A,681,cat3
4210,G,566,cat1
4211,A,656,cat2
4212,C,775,cat1
4213,A,304,cat2
4214,A,899,cat2
4215,A,560,cat1
4216,A,471,cat2
4217,A,84,cat3
4218,F,664,cat3
4219,A,577,cat1
4220,A,459,cat1
4221,A,207,cat1
4222,A,906,cat2
4223,A,851,cat2
4224,B,839,cat1
4225,A,35,cat1
4226,A,510,cat3
4227,A,462,cat1
4228,A,373,cat1
4229,A,729,cat2
4230,A,605,cat3
4231,B,421,cat1
4232,F,389,cat3
4233,A,905,cat2
4234,B,346,cat3
4235,A,145,cat1
4236,A,936,cat2
4237,B,487,cat2
4238,G,704,cat3
4239,A,622,cat3
4240,A,886,cat1
4241,A,840,cat3
4242,B,206,cat1
4243,B,255,cat1
4244,A,571,cat2
4245,D,350,cat2
4246,B,623,cat1
4247,C,303,cat2
4248,A,83,cat3
4249,A,841,cat1
4250,A,821,cat3
4251,A,248,cat1
4252,B,692,cat3
4253,E,875,cat1
4254,A,189,cat1
4255,A,331,cat3
4256,B,183,cat3
4257,B,363,cat1
4258,A,680,cat1
4259,A,748,cat1
4260,C,837,cat1
4261,B,176,cat1
4262,A,211,cat1
4263,A,31,cat2
4264,A,360,cat1
4265,A,935,cat2
4266,A,602,cat1
4267,A,692,cat3
4268,B,574,cat1
4269,A,274,cat2
4270,A,721,cat2
4271,B,767,cat3
4272,A,700,cat2
4273,B,736,cat3
4274,G,832,cat2
4275,B,809,cat3
4276,A,401,cat3
4277,C,782,cat2
4278,A,464,cat3
4279,A,540,cat3
4280,A,953,cat2
4281,D,895,cat1
4282,A,586,cat2
4283,A,377,cat2
4284,A,4,cat2
4285,B,188,cat2
4286,C,447,cat1
4287,A,224,cat2
4288,A,688,cat1
4289,B,706,cat3
4290,A,392,cat1
4291,A,698,cat2
4292,A,901,cat1
4293,C,810,cat1
4294,D,126,cat3
4295,A,414,cat2
4296,A,182,cat3
4297,A,678,cat3
4298,A,117,cat2
4299,B,269,cat1
4300,F,583,cat2
4301,A,473,cat2
4302,A,299,cat2
4303,B,529,cat3
4304,A,435,cat2
4305,B,594,cat1
4306,A,316,cat1
4307,A,198,cat3
4308,A,672,cat3
4309,F,382,cat3
4310,B,987,cat2
4311,A,500,cat2
4312,A,324,cat3
4313,A,697,cat2
4314,A,128,cat1
4315,B,849,cat2
4316,A,330,cat3
4317,B,600,cat3
4318,A,578,cat1
4319,B,383,cat3
4320,A,715,cat1
4321,B,36,cat2
4322,E,433,cat3
4323,A,632,cat2
4324,B,342,cat2
4325,A,759,cat2
4326,A,11,cat3
4327,A,495,cat3
4328,A,686,cat2
4329,A,400,cat1
4330,A,854,cat2
4331,A,142,cat3
4332,B,445,cat1
4333,A,473,cat3
4334,A,522,cat3
4335,D,774,cat2
4336,A,759,cat1
4337,A,62,cat2
4338,C,140,cat1
4339,B,659,cat2
4340,A,201,cat2
4341,A,671,cat3
4342,A,405,cat2
4343,B,903,cat1
4344,A,264,cat3
4345,A,511,cat1
4346,B,498,cat1
4347,A,579,cat3
4348,A,731,cat1
4349,A,866,cat2
4350,A,433,cat2
4351,C,35,cat2
4352,A,649,cat2
4353,A,55,cat1
4354,A,145,cat1
4355,B,259,cat1
4356,C,34,cat1
4357,C,69,cat3
4358,A,652,cat1
4359,B,909,cat1
4360,C,63,cat1
4361,A,988,cat2
4362,A,567,cat1
4363,B,231,cat2
4364,A,116,cat1
4365,A,340,cat3
4366,B,201,cat2
4367,F,89,cat1
4368,B,787,cat3
4369,B,10,cat1
4370,A,470,cat1
4371,A,974,cat2
4372,B,718,cat3
4373,A,264,cat3
4374,A,168,cat2
4375,A,489,cat1
4376,A,365,cat1
4377,A,707,cat3
4378,B,176,cat3
4379,A,829,cat2
4380,A,691,cat3
4381,A,904,cat3
4382,C,931,cat3
4383,B,617,cat3
4384,A,319,cat2
4385,B,41,cat2
4386,A,426,cat2
4387,G,325,cat1
4388,B,252,cat3
4389,A,752,cat1
4390,A,830,cat2
4391,B,214,cat2
4392,B,739,cat3
4393,H,857,cat2
4394,A,521,cat3
4395,A,112,cat2
4396,C,724,cat1
4397,F,612,cat1
4398,A,84,cat1
4399,A,292,cat2
4400,B,766,cat2
4401,A,809,cat2
4402,C,743,cat3
4403,B,441,cat2
4404,C,550,cat2
4405,A,59,cat3
4406,A,135,cat2
4407,C,405,cat1
4408,B,838,cat2
4409,C,598,cat3
4410,A,482,cat1
4411,A,238,cat3
4412,A,332,cat2
4413,B,35,cat3
4414,H,66,cat1
4415,A,60,cat3
4416,A,806,cat2
4417,A,903,cat2
4418,E,234,cat3
4419,A,810,cat2
4420,A,888,cat3
4421,A,619,cat1
4422,A,924,cat3
4423,A,156,cat3
4424,A,724,cat2
4425,A,719,cat1
4426,A,723,cat1
4427,A,879,cat2
4428,A,554,cat1
4429,B,288,cat3
4430,B,610,cat3
4431,A,519,cat1
4432,A,839,cat2
4433,A,994,cat1
4434,B,245,cat1
4435,A,846,cat1
4436,A,708,cat1
4437,A,73,cat3
4438,D,814,cat1
4439,A,751,cat3
4440,A,556,cat3
4441,B,947,cat3
4442,A,83,cat2
4443,A,743,cat1
4444,A,140,cat2
4445,B,978,cat2
4446,A,564,cat3
4447,G,937,cat1
4448,C,985,cat2
4449,A,255,cat3
4450,A,25,cat1
4451,B,957,cat2
4452,G,877,cat3
4453,C,927,cat3
4454,B,226,cat1
4455,B,700,cat3
4456,A,785,cat1
4457,A,945,cat3
4458,D,389,cat3
4459,A,488,cat1
4460,B,209,cat1
4461,A,726,cat1
4462,A,547,cat3
4463,A,995,cat2
4464,A,216,cat2
4465,H,151,cat1
4466,A,727,cat1
4467,A,278,cat3
4468,A,915,cat1
4469,A,956,cat3
4470,C,451,cat3
4471,A,908,cat2
4472,A,297,cat1
4473,B,505,cat1
4474,E,806,cat2
4475,E,296,cat3
4476,A,334,cat1
4477,G,234,cat2
4478,A,244,cat1
4479,A,947,cat2
4480,A,443,cat2
4481,C,128,cat1
4482,A,174,cat2
4483,A,997,cat3
4484,G,641,cat2
4485,A,857,cat3
4486,A,95,cat3
4487,A,200,cat3
4488,B,266,cat1
4489,C,224,cat2
4490,A,52,cat3
4491,B,138,cat1
4492,H,353,cat2
4493,A,544,cat1
4494,B,498,cat1
4495,B,838,cat1
4496,B,448,cat2
4497,A,987,cat3
4498,G,73,cat3
4499,A,467,cat1
4500,A,70,cat3
4501,E,683,cat3
4502,B,692,cat1
4503,A,700,cat3
4504,A,701,cat1
4505,A,754,cat3
4506,A,375,cat3
4507,A,944,cat2
4508,B,944,cat3
4509,B,52,cat3
4510,B,83,cat2
4511,A,701,cat2
4512,A,15,cat3
4513,A,103,cat1
4514,A,670,cat3
4515,A,117,cat2
4516,A,106,cat2
4517,B,823,cat3
4518,B,522,cat3
4519,C,950,cat1
4520,B,566,cat2
4521,A,7,cat3
4522,A,976,cat2
4523,A,57,cat3
4524,A,158,cat2
4525,C,332,cat1
4526,E,83,cat1
4527,A,382,cat1
4528,A,525,cat1
4529,A,194,cat1
4530,A,297,cat2
4531,B,305,cat2
4532,A,891,cat3
4533,A,364,cat1
4534,B,227,cat3
4535,A,412,cat1
4536,A,330,cat3
4537,A,15,cat2
4538,A,531,cat3
4539,A,136,cat1
4540,F,859,cat3
4541,C,174,cat2
4542,A,584,cat1
4543,A,247,cat1
4544,A,761,cat1
4545,A,69,cat1
4546,A,678,cat2
4547,A,997,cat3
4548,C,803,cat1
4549,A,749,cat1
4550,A,675,cat2
4551,C,617,cat3
4552,C,699,cat3
4553,A,320,cat1
4554,C,73,cat2
4555,A,181,cat3
4556,A,666,cat2
4557,B,558,cat3
4558,B,165,cat3
4559,C,317,cat3
4560,F,38,cat3
4561,A,469,cat3
4562,B,687,cat3
4563,A,997,cat2
4564,A,583,cat3
4565,A,324,cat2
4566,A,983,cat3
4567,A,78,cat2
4568,A,212,cat3
4569,A,402,cat2
4570,B,612,cat3
4571,A,111,cat1
4572,A,743,cat1
4573,A,733,cat1
4574,A,964,cat1
4575,C,740,cat3
4576,B,93,cat1
4577,E,47,cat2
4578,C,369,cat2
4579,A,396,cat2
4580,D,396,cat3
4581,A,284,cat3
4582,C,863,cat2
4583,B,630,cat2
4584,A,684,cat2
4585,B,823,cat1
4586,A,857,cat1
4587,D,865,cat2
4588,C,604,cat1
4589,B,109,cat2
4590,A,212,cat1
4591,H,649,cat1
4592,E,608,cat3
4593,A,911,cat3
4594,B,562,cat2
4595,C,479,cat3
4596,B,197,cat1
4597,B,867,cat3
4598,A,57,cat2
4599,A,528,cat2
4600,G,184,cat1
4601,C,316,cat2
4602,A,940,cat3
4603,A,7,cat3
4604,A,553,cat1
4605,A,458,cat1
4606,A,275,cat3
4607,A,986,cat1
4608,B,245,cat3
4609,A,528,cat2
4610,A,156,cat3
4611,B,537,cat1
4612,A,287,cat1
4613,B,512,cat2
4614,B,953,cat1
4615,A,603,cat1
4616,A,587,cat2
4617,B,839,cat2
4618,A,66,cat3
4619,A,431,cat3
4620,A,771,cat3
4621,A,98,cat3
4622,A,67,cat3
4623,A,767,cat3
4624,A,524,cat1
4625,A,215,cat3
4626,A,31,cat1
4627,A,500,cat1
4628,A,682,cat2
4629,A,153,cat1
4630,B,845,cat3
4631,B,655,cat1
4632,E,414,cat3
4633,A,838,cat1
4634,E,436,cat1
4635,C,638,cat1
4636,G,111,cat2
4637,B,41,cat2
4638,A,664,cat1
4639,B,171,cat2
4640,B,770,cat1
4641,B,162,cat3
4642,A,185,cat2
4643,B,712,cat1
4644,B,358,cat2
4645,A,111,cat3
4646,A,884,cat2
4647,B,871,cat3
4648,A,804,cat1
4649,C,319,cat1
4650,A,807,cat2
4651,A,475,cat2
4652,A,25,cat2
4653,B,912,cat3
4654,B,25,cat1
4655,A,227,cat3
4656,A,72,cat3
4657,A,36,cat3
4658,A,859,cat1
4659,B,244,cat3
4660,E,981,cat1
4661,A,270,cat2
4662,B,990,cat3
4663,E,332,cat1
4664,B,926,cat2
4665,B,507,cat2
4666,B,921,cat1
4667,A,71,cat3
4668,A,653,cat1
4669,A,987,cat3
4670,A,404,cat2
4671,D,858,cat3
4672,C,241,cat1
4673,E,997,cat2
4674,A,97,cat1
4675,A,29,cat3
4676,A,176,cat3
4677,A,431,cat1
4678,B,736,cat3
4679,A,640,cat2
4680,C,91,cat2
4681,E,721,cat3
4682,A,295,cat2
4683,B,783,cat1
4684,A,285,cat1
4685,B,629,cat3
4686,G,992,cat1
4687,B,518,cat3
4688,D,561,cat3
4689,A,16,cat2
4690,A,736,cat2
4691,A,122,cat3
4692,A,512,cat3
4693,A,636,cat2
4694,B,192,cat2
4695,A,275,cat3
4696,B,134,cat1
4697,A,776,cat3
4698,A,583,cat2
4699,B,640,cat2
4700,B,489,cat1
4701,C,250,cat3
4702,A,17,cat1
4703,A,374,cat2
4704,A,301,cat2
4705,B,489,cat2
4706,A,830,cat3
4707,C,144,cat1
4708,A,611,cat3
4709,B,773,cat2
4710,A,996,cat2
4711,A,150,cat3
4712,B,520,cat3
4713,B,439,cat3
4714,A,503,cat2
4715,B,635,cat3
4716,A,580,cat3
4717,A,805,cat2
4718,A,913,cat2
4719,A,326,cat1
4720,A,740,cat1
4721,C,759,cat3
4722,B,113,cat1
4723,B,181,cat1
4724,B,533,cat1
4725,A,484,cat2
4726,D,678,cat2
4727,A,950,cat1
4728,A,51,cat1
4729,A,287,cat1
4730,F,857,cat1
4731,B,19,cat1
4732,A,473,cat1
4733,A,360,cat3
4734,B,991,cat1
4735,A,825,cat2
4736,B,321,cat3
4737,A,703,cat2
4738,A,35,cat1
4739,C,632,cat2
4740,A,538,cat3
4741,C,510,cat3
4742,A,746,cat2
4743,A,400,cat2
4744,C,852,cat1
4745,B,793,cat2
4746,B,412,cat1
4747,A,212,cat1
4748,H,609,cat1
4749,C,984,cat1
4750,B,722,cat2
4751,B,227,cat1
4752,C,156,cat2
4753,B,149,cat1
4754,A,80,cat1
4755,A,211,cat1
4756,A,11,cat1
4757,B,193,cat3
4758,A,42,cat3
4759,A,9,cat1
4760,F,759,cat1
4761,B,357,cat3
4762,A,548,cat3
4763,A,850,cat3
4764,B,236,cat1
4765,A,532,cat3
4766,E,487,cat2
4767,A,426,cat2
4768,A,670,cat2
4769,A,82,cat3
4770,A,742,cat1
4771,A,432,cat1
4772,A,741,cat1
4773,A,847,cat1
4774,B,469,cat1
4775,C,547,cat2
4776,A,16,cat2
4777,B,803,cat1
4778,B,337,cat1
4779,A,676,cat3
4780,B,753,cat3
4781,A,306,cat3
4782,B,100,cat1
4783,B,469,cat1
4784,A,549,cat3
4785,A,730,cat3
4786,B,735,cat1
4787,A,224,cat3
4788,B,332,cat3
4789,A,919,cat1
4790,D,205,cat2
4791,A,751,cat3
4792,H,303,cat1
4793,A,492,cat2
4794,H,968,cat2
4795,B,427,cat1
4796,A,394,cat3
4797,E,159,cat1
4798,A,281,cat3
4799,B,438,cat3
4800,A,344,cat3
4801,A,144,cat2
4802,A,594,cat1
4803,A,148,cat1
4804,C,418,cat2
4805,A,211,cat1
4806,B,235,cat3
4807,B,883,cat1
4808,A,227,cat1
4809,A,25,cat2
4810,E,595,cat3
4811,A,252,cat3
4812,A,744,cat2
4813,A,737,cat3
4814,H,560,cat1
4815,A,212,cat1
4816,B,985,cat3
4817,A,978,cat3
4818,B,216,cat3
4819,A,25,cat3
4820,A,623,cat1
4821,B,843,cat3
4822,B,568,cat2
4823,A,460,cat3
4824,A,142,cat2
4825,A,107,cat2
4826,A,970,cat3
4827,A,784,cat3
4828,A,682,cat2
4829,A,286,cat3
4830,B,261,cat2
4831,A,838,cat1
4832,C,541,cat3
4833,B,284,cat3
4834,A,239,cat2
4835,A,616,cat3
4836,A,794,cat1
4837,A,987,cat3
4838,F,439,cat1
4839,C,817,cat3
4840,A,411,cat3
4841,C,446,cat2
4842,B,323,cat3
4843,A,491,cat1
4844,A,333,cat2
4845,A,172,cat2
4846,A,181,cat2
4847,C,939,cat1
4848,A,986,cat1
4849,A,349,cat3
4850,B,693,cat3
4851,A,886,cat1
4852,B,819,cat3
4853,C,345,cat1
4854,A,157,cat3
4855,A,403,cat3
4856,A,732,cat1
4857,C,135,cat2
4858,B,253,cat2
4859,A,879,cat2
4860,A,601,cat3
4861,H,133,cat2
4862,A,594,cat1
4863,A,806,cat3
4864,F,628,cat1
4865,A,245,cat3
4866,A,766,cat2
4867,A,298,cat3
4868,B,65,cat3
4869,B,172,cat3
4870,B,435,cat2
4871,B,817,cat1
4872,C,96,cat3
4873,B,470,cat3
4874,A,66,cat2
4875,C,985,cat1
4876,A,971,cat2
4877,A,530,cat2
4878,G,626,cat2
4879,A,257,cat3
4880,A,567,cat1
4881,G,740,cat2
4882,A,723,cat1
4883,C,572,cat2
4884,A,813,cat3
4885,A,386,cat3
4886,A,723,cat1
4887,C,149,cat3
4888,A,550,cat1
4889,A,889,cat1
4890,C,429,cat2
4891,B,500,cat1
4892,A,268,cat3
4893,B,593,cat3
4894,A,678,cat3
4895,A,256,cat2
4896,A,415,cat3
4897,A,710,cat2
4898,H,518,cat3
4899,A,846,cat3
4900,H,759,cat3
4901,A,668,cat3
4902,A,576,cat1
4903,A,511,cat1
4904,A,837,cat1
4905,A,216,cat2
4906,A,489,cat1
4907,B,558,cat1
4908,C,312,cat1
4909,A,370,cat2
4910,C,862,cat2
4911,B,494,cat3
4912,B,807,cat2
4913,A,663,cat2
4914,B,704,cat2
4915,A,12,cat2
4916,A,188,cat3
4917,A,64,cat2
4918,A,417,cat3
4919,A,885,cat3
4920,C,49,cat2
4921,G,746,cat3
4922,A,495,cat2
4923,A,668,cat3
4924,C,138,cat2
4925,E,705,cat2
4926,C,394,cat2
4927,A,550,cat1
4928,A,268,cat3
4929,A,392,cat3
4930,A,343,cat1
4931,A,674,cat2
4932,A,562,cat2
4933,A,756,cat1
4934,A,357,cat3
4935,A,935,cat3
4936,A,392,cat2
4937,C,370,cat2
4938,A,538,cat3
4939,A,853,cat3
4940,B,639,cat2
4941,A,429,cat2
4942,A,911,cat3
4943,A,240,cat2
4944,B,794,cat3
4945,A,46,cat2
4946,B,13,cat2
4947,A,408,cat2
4948,A,302,cat1
4949,A,834,cat2
4950,B,746,cat3
4951,B,465,cat3
4952,A,387,cat1
4953,B,711,cat1
4954,B,200,cat1
4955,C,266,cat2
4956,A,586,cat2
4957,B,153,cat1
4958,C,427,cat1
4959,B,781,cat1
4960,A,582,cat2
4961,C,257,cat1
4962,C,909,cat3
4963,A,778,cat1
4964,E,675,cat1
4965,C,685,cat1
4966,C,735,cat2
4967,C,567,cat1
4968,C,673,cat2
4969,A,391,cat3
4970,B,631,cat3
4971,A,941,cat3
4972,D,737,cat1
4973,A,682,cat3
4974,C,22,cat2
4975,C,245,cat1
4976,C,948,cat2
4977,A,351,cat1
4978,A,633,cat2
4979,C,362,cat3
4980,B,55,cat2
4981,A,565,cat1
4982,A,227,cat1
4983,B,898,cat1
4984,A,327,cat2
4985,A,259,cat3
4986,A,537,cat2
4987,A,673,cat1
4988,B,756,cat2
4989,B,564,cat1
4990,A,24,cat2
4991,B,821,cat1
4992,B,718,cat1
4993,A,462,cat3
4994,A,354,cat1
4995,A,673,cat2
4996,B,432,cat1
4997,A,296,cat2
4998,A,602,cat1
4999,A,627,cat3
5000,A,366,cat1
5001,A,258,cat3
5002,B,987,cat3
5003,B,383,cat3
5004,A,309,cat1
5005,B,203,cat1
5006,A,307,cat1
5007,D,250,cat1
5008,A,694,cat2
5009,B,795,cat3
5010,A,985,cat1
5011,A,790,cat3
5012,B,492,cat2
5013,A,881,cat2
5014,A,471,cat1
5015,A,368,cat2
5016,C,585,cat3
5017,A,743,cat3
5018,B,650,cat3
5019,A,789,cat1
5020,A,557,cat3
5021,C,408,cat3
5022,A,110,cat1
5023,A,967,cat2
5024,B,261,cat3
5025,A,446,cat1
5026,D,326,cat1
5027,A,696,cat2
5028,C,556,cat2
5029,A,967,cat3
5030,B,684,cat3
5031,B,731,cat1
5032,A,88,cat2
5033,B,670,cat3
5034,A,202,cat3
5035,B,59,cat3
5036,A,618,cat3
5037,B,993,cat2
5038,A,101,cat2
5039,B,798,cat2
5040,A,794,cat2
5041,C,858,cat2
5042,A,680,cat1
5043,A,685,cat2
5044,B,295,cat3
5045,A,416,cat1
5046,A,881,cat3
5047,A,637,cat2
5048,A,878,cat3
5049,C,805,cat3
5050,B,476,cat2
5051,A,709,cat1
5052,A,268,cat2
5053,A,65,cat2
5054,B,406,cat1
5055,A,588,cat3
5056,C,650,cat3
5057,A,132,cat1
5058,A,54,cat3
5059,A,494,cat2
5060,A,649,cat1
5061,B,679,cat3
5062,B,257,cat2
5063,A,895,cat1
5064,B,275,cat2
5065,D,720,cat2
5066,A,189,cat2
5067,A,781,cat1
5068,A,421,cat1
5069,B,634,cat3
5070,A,585,cat2
5071,A,479,cat3
5072,A,708,cat1
5073,B,16,cat1
5074,B,825,cat1
5075,A,328,cat3
5076,A,712,cat2
5077,B,788,cat2
5078,A,841,cat2
5079,B,225,cat3
5080,A,88,cat3
5081,A,952,cat2
5082,A,41,cat3
5083,B,96,cat2
5084,A,289,cat3
5085,A,660,cat1
5086,A,336,cat2
5087,E,173,cat2
5088,A,836,cat3
5089,A,479,cat2
5090,B,274,cat1
5091,A,876,cat2
5092,B,131,cat1
5093,A,563,cat2
5094,A,42,cat1
5095,A,443,cat3
5096,B,354,cat1
5097,C,695,cat3
5098,A,420,cat3
5099,A,820,cat1
5100,A,560,cat2
5101,A,219,cat1
5102,A,444,cat1
5103,A,970,cat1
5104,A,266,cat1
5105,B,401,cat1
5106,C,55,cat1
5107,A,509,cat1
5108,A,574,cat3
5109,A,927,cat1
5110,C,235,cat1
5111,F,277,cat3
5112,A,377,cat1
5113,B,562,cat2
5114,A,512,cat1
5115,A,158,cat1
5116,A,881,cat1
5117,A,364,cat3
5118,H,211,cat3
5119,A,700,cat3
5120,A,834,cat1
5121,H,334,cat2
5122,F,962,cat2
5123,B,613,cat2
5124,B,159,cat1
5125,A,870,cat3
5126,A,353,cat2
5127,B,634,cat2
5128,B,608,cat2
5129,A,647,cat2
5130,C,424,cat2
5131,H,854,cat1
5132,A,85,cat2
5133,C,432,cat2
5134,B,323,cat1
5135,B,830,cat3
5136,H,662,cat1
5137,A,834,cat1
5138,C,723,cat1
5139,A,11,cat1
5140,A,503,cat1
5141,A,919,cat2
5142,C,634,cat1
5143,B,76,cat1
5144,B,347,cat2
5145,A,388,cat1
5146,B,251,cat1
5147,B,856,cat1
5148,A,878,cat2
5149,B,693,cat1
5150,C,106,cat2
5151,C,160,cat2
5152,A,527,cat1
5153,A,872,cat3
5154,A,232,cat3
5155,A,460,cat1
5156,A,122,cat3
5157,A,145,cat1
5158,A,680,cat3
5159,B,985,cat3
5160,C,678,cat1
5161,A,99,cat1
5162,A,167,cat2
5163,H,791,cat3
5164,A,836,cat2
5165,A,209,cat2
5166,B,720,cat1
5167,B,177,cat3
5168,C,704,cat1
5169,A,715,cat2
5170,A,935,cat1
5171,G,489,cat1
5172,B,30,cat2
5173,B,447,cat1
5174,A,844,cat2
